ProductID;Image;Image alt;Name;Tags;Base price;Final price;Description;Discount percent;Available only online;Virtual product;Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Categories
55;/var/www/html/img/products/productImage54.jpg;Анализ данных с использованием Python;Анализ данных с использованием Python;Python Programming,Computer Graphics,2.5d,Statistical Programming,Modeling,Evaluation,Data Management,Probability & Statistics,Computer Programming;335;412.05;Научитесь применять Python для анализа данных. На этом курсе вы перейдете от основ Python к изучению различных типов данных. Вы узнаете, как подготовить данные к анализу, выполнить простой статистический анализ, визуализировать данные, cпрогнозировать тенденции на основе данных и многое другое!;0;1;1;Długość kursu:3h:1|2;Other
56;/var/www/html/img/products/productImage55.jpg;Python and Machine Learning for Asset Management;Python and Machine Learning for Asset Management;Asset Allocation,Statistical Programming,Accounting,Data Analysis,Machine Learning Algorithms,Business Analysis,Machine Learning,Financial Analysis,Python Programming,Computer Programming;436;536.28;This course will enable you mastering machine-learning approaches in the area of investment management. It has been designed by two thought leaders in their field, Lionel Martellini from EDHEC-Risk Institute and John Mulvey from Princeton University. Starting from the basics, they will help you build practical skills to understand data science so you can make the best portfolio decisions.;0;1;1;Długość kursu:9h:1|2;Other
57;/var/www/html/img/products/productImage56.jpg;Data Processing Using Python;Data Processing Using Python;Numpy,Machine Learning,Statistical Programming,Deep Learning,Python Programming,Computer Programming,Artificial Neural Networks;479;589.17;"This course (The English copy of ""用Python玩转数据"" <https://www.coursera.org/learn/hipython/home/welcome>)  is mainly for non-computer majors. It starts with the basic syntax of Python, to how to acquire data in Python locally and from network, to how to present data, then to how to conduct basic and advanced statistic analysis and visualization of data, and finally to how to design a simple GUI to present and process data, advancing level by level. ";0;1;1;Długość kursu:16h:1|2;Deep Learning
58;/var/www/html/img/products/productImage57.jpg;Análisis de datos con Python;Análisis de datos con Python;General Statistics,2.5d,Modeling,Data Analysis,Machine Learning,Statistical Programming,Computer Programming,Python Programming,Probability & Statistics;482;592.86;Aprenda a analizar datos con Python. Este curso lo llevará desde los conceptos básicos de Python hasta la exploración de muchos tipos diferentes de datos. Aprenderá a preparar datos para el análisis, realizar análisis estadísticos simples, crear visualizaciones de datos significativas, predecir tendencias futuras a partir de datos, ¡y más!;0;1;1;Długość kursu:11h:1|2;Other
59;/var/www/html/img/products/productImage58.jpg;Python para Data Science y AI;Python para Data Science y AI;C Programming Language Family,Computer Program,Statistical Programming,Theoretical Computer Science,Computer Programming,Computational Logic,Python Programming,Algorithms;490;602.7;En este curso aprenderá cómo comenzar rápida y fácilmente con la Inteligencia Artificial utilizando IBM Watson. Comprenderá cómo funciona Watson, se familiarizará con sus casos de uso y ejemplos de clientes de la vida real, y se le presentarán varios de los servicios de inteligencia artificial de Watson de IBM que permiten a cualquiera aplicar fácilmente la inteligencia artificial y crear aplicaciones inteligentes. También trabajará con varios servicios de Watson para demostrar la IA en acción.;0;1;1;Długość kursu:14h:1|2;Algorithms
60;/var/www/html/img/products/productImage59.jpg;An Introduction to Interactive Programming in Python (Part 2);An Introduction to Interactive Programming in Python (Part 2);Statistical Programming,Interactivity,Computer Programming,Interactive Computing,Python Programming;64;78.72;This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.;10;1;1;Długość kursu:21h:1|2;Other
61;/var/www/html/img/products/productImage60.jpg;Python как иностранный;Python как иностранный;Statistical Programming,Business Psychology,Python Programming,Computer Programming,Marketing Psychology;478;587.94;Сегодня язык программирования Python широко используется не только программистами. Его простота и богатый функционал позволяют людям практически любых профессий решать свои прикладные задачи проще и эффективнее с помощью программ на Python. ;0;1;1;Długość kursu:21h:1|2;Other
62;/var/www/html/img/products/productImage61.jpg;Python Scripting: Dates, Classes and Collections;Python Scripting: Dates, Classes and Collections;Statistical Programming,Theoretical Computer Science,Strategy and Operations,Programming Principles,Data Management,Project Management,Inheritance (Object-Oriented Programming),Iteration,Computer Programming,Python Programming;352;432.96000000000004;This course is the second course in a series that aims to prepare you for a role working as a programmer. In this course, you will be introduced to the four main concepts in programming: Advanced String Operations and Dates, Modeling Classes, Development of Classes and Collections.  Labs will allow the students to apply the material in the lectures in simple computer programs designed to re-enforce the material in the lesson.;0;1;1;Długość kursu:35h:1|2;Other
63;/var/www/html/img/products/productImage62.jpg;Python Scripting: Files, Inheritance, and Databases;Python Scripting: Files, Inheritance, and Databases;Statistical Programming,Machine Learning,Binary Data,Databases,Inheritance (Object-Oriented Programming),Python Programming,Computer Programming,Persist;38;46.74;This course is the third course in a series that aims to prepare you for a role working as a programmer. In this course, you will be introduced to the three main concepts in programming: Files, Inheritance and external libaries.  Labs will allow the students to apply the material in the lectures in simple computer programs designed to re-enforce the material in the lesson.;10;1;1;Długość kursu:25h:1|2;Other
64;/var/www/html/img/products/productImage63.jpg;Python Basics: Selection and Iteration;Python Basics: Selection and Iteration;Computer Programming,Programming Principles,Iteration,Python Programming,Boolean Expression;73;89.78999999999999;Code and run your first python program in minutes without installing anything!;10;1;1;Długość kursu:44h:1|2;Other
65;/var/www/html/img/products/productImage64.jpg;Python Object Basics: Functions, Recursion, and Objects;Python Object Basics: Functions, Recursion, and Objects;Recursion,Theoretical Computer Science,Euler'S Totient Function,Mathematical Theory & Analysis,Computational Thinking,Mathematics,Computer Programming,Programming Principles,Algorithms,Immutable Object,Algebra,Return Statement,Data Structures,Python Programming;56;68.88;Code and run your first python program in minutes without installing anything!;10;1;1;Długość kursu:3h:1|2;Algorithms
66;/var/www/html/img/products/productImage65.jpg;Python Data Analysis;Python Data Analysis;Jpeg,Statistical Programming,Computer Programming,Python Programming,Analysis;297;365.31;This course will continue the introduction to Python programming that started with Python Programming Essentials and Python Data Representations.  We'll learn about reading, storing, and processing tabular data, which are common tasks.  We will also teach you about CSV files and Python's support for reading and writing them.  CSV files are a generic, plain text file format that allows you to exchange tabular data between different programs. These concepts and skills will help you to further extend your Python programming knowledge and allow you to process more complex data.;0;1;1;Długość kursu:12h:1|2;Other
67;/var/www/html/img/products/productImage66.jpg;Python Basic Structures: Lists, Strings, and Files;Python Basic Structures: Lists, Strings, and Files;Computer Graphics,Machine Learning,Printf Format String,Theoretical Computer Science,Computer Vision,Java Programming,Programming Principles,Computer Graphic Techniques,While Loop,Loop Counter,Algorithms,Other Programming Languages,Append,Computer Programming,Python Programming,Microarchitecture,Computer Architecture;61;75.03;Code and run your first python program in minutes without installing anything!;10;1;1;Długość kursu:26h:1|2;Algorithms
68;/var/www/html/img/products/productImage67.jpg;Introduction to Data Science and scikit-learn in Python;Introduction to Data Science and scikit-learn in Python;Art Therapy,Statistical Programming,Econometrics,General Statistics,Bioinformatics,Python Programming,Security Engineering,Computer Programming,Probability & Statistics,Numpy;430;528.9;This course will teach you how to leverage the power of Python and artificial intelligence to create and test hypothesis. We'll start for the ground up, learning some basic Python for data science before diving into some of its richer applications to test our created hypothesis. We'll learn some of the most important libraries for exploratory data analysis (EDA) and machine learning such as Numpy, Pandas, and Sci-kit learn. After learning some of the theory (and math) behind linear regression, we'll go through and full pipeline of reading data, cleaning it, and applying a regression model to estimate the progression of diabetes. By the end of the course, you'll apply a classification model to predict the presence/absence of heart disease from a patient's health data.;0;1;1;Długość kursu:16h:1|2;Other
69;/var/www/html/img/products/productImage68.jpg;The Raspberry Pi Platform and Python Programming for the Raspberry Pi;The Raspberry Pi Platform and Python Programming for the Raspberry Pi;Computer Architecture,Statistical Programming,Python Programming,Operating Systems,Computer Programming,Raspberry Pi;407;500.61;The Raspberry Pi is a small, affordable single-board computer that you will use to design and develop fun and practical IoT devices while learning programming and computer hardware. In addition, you will learn how to set up up the Raspberry Pi environment, get a Linux operating system running, and write and execute some basic Python code on the Raspberry Pi. You will also learn how to use Python-based IDE (integrated development environments) for the Raspberry Pi and how to trace and debug Python code on the device. Please note that this course does not include discussion forums.;0;1;1;Długość kursu:30h:1|2;Other
70;/var/www/html/img/products/productImage69.jpg;Object-Oriented Python: Inheritance and Encapsulation;Object-Oriented Python: Inheritance and Encapsulation;Object-Oriented Programming,Null Coalescing Operator,Programming Principles,Mathematics,Other Programming Languages,Python Programming,Computer Programming,Multiple Inheritance;405;498.15;Code and run your first python program in minutes without installing anything!;0;1;1;Długość kursu:33h:1|2;Other
71;/var/www/html/img/products/productImage70.jpg;Data Analysis in Python with pandas & matplotlib in Spyder;Data Analysis in Python with pandas & matplotlib in Spyder;Probability & Statistics,Parametric Statistics,Pandas,Statistical Tests,Regression,Correlation And Dependence,General Statistics,Statistical Programming,Computer Programming,Python Programming,Matplotlib,Missing Data;362;445.26;Code and run your first Python script in minutes without installing anything!;0;1;1;Długość kursu:30h:1|2;Other
72;/var/www/html/img/products/productImage71.jpg;Improve Your Python Code Using Amazon CodeGuru;Improve Your Python Code Using Amazon CodeGuru;Amazon Web Services,Statistical Programming,Computer Programming Tools,Software Engineering,Code Review,Software Testing,Python Programming,Computer Programming,Cloud Computing,NoSQL,Databases;290;356.7;Learn how to use Amazon CodeGuru Reviewer to automatically identify issues and vulnerabilities to improve your code quality with our new digital course, Improve your Python Code using Amazon CodeGuru. This course is designed for Python developers who are interested in learning how to use CodeGuru Reviewer to save time and improve their code review process.;0;1;1;Długość kursu:12h:1|2;Other
73;/var/www/html/img/products/productImage72.jpg;Estructuras de datos en Python;Estructuras de datos en Python;Spreadsheet Software,Statistical Programming,Computer Programming Tools,Business Analysis,Computer Programming,Python Programming;330;405.9;Este curso te dará ágil acceso a  las estructuras de datos principales del lenguaje de programación Python en su versión 3.0. ;0;1;1;Długość kursu:20h:1|2;Other
74;/var/www/html/img/products/productImage73.jpg;Manejo de bases de datos con Python;Manejo de bases de datos con Python;Database Administration,Sqlalchemy,Statistical Programming,Database Design,Theoretical Computer Science,SQL,Computer Programming Tools,Data Management,Computer Programming,Python Programming,Database Theory,Databases,Database Application;410;504.3;Este curso te permitirá conocer qué son las bases de datos relacionales y aprender a trabajar con ellas. El lenguaje SQL que es utilizado en las bases de datos relacionales para trabajar en la definición de los datos y en la manipulación de los mismos será uno de los temas que abordarás.;0;1;1;Długość kursu:47h:1|2;SQL
75;/var/www/html/img/products/productImage74.jpg;用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2));用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2));Statistical Programming,Computer Programming,Python Programming,Utf-8;59;72.57;接續用 Python 做商管程式設計（一）的內容，我們將在這個課程中繼續探討Python語言中的許多核心觀念，包含函數、字串、常用的資料結構、檔案讀寫、例外處理等。最後以一個財金資料分析的例子總結。完成本次課程之後，你將會對Python有更深入的了解，並且可以利用Python實際處理一些簡單的資料分析問題。;10;1;1;Długość kursu:43h:1|2;Other
76;/var/www/html/img/products/productImage75.jpg;Programación Orientada a Objetos con Python;Programación Orientada a Objetos con Python;Statistical Programming,Software Engineering,Programming Principles,Software Testing,Python Programming,Object-Oriented Programming,Computer Programming;434;533.82;Este curso te dará ágil acceso a los conceptos del paradigma de programación orientado a objetos, utilizando el lenguaje de programación Python en su versión 3.0. ;0;1;1;Długość kursu:22h:1|2;Other
77;/var/www/html/img/products/productImage76.jpg;Global Warming II: Create Your Own Models in Python;Global Warming II: Create Your Own Models in Python;Statistical Programming,Euler'S Totient Function,Modeling,Python Programming,Climate Change,Global,Computer Programming;117;143.91;This class provides a series of Python programming exercises intended to explore the use of numerical modeling in the Earth system and climate sciences.  The scientific background for these models is presented in a companion class, Global Warming I: The Science and Modeling of Climate Change.  This class assumes that you are new to Python programming (and this is indeed a great way to learn Python!), but that you will be able to pick up an elementary knowledge of Python syntax from another class or from on-line tutorials.;0;1;1;Długość kursu:45h:1|2;Other
78;/var/www/html/img/products/productImage77.jpg;Основы автоматизации при помощи языка Python;Основы автоматизации при помощи языка Python;Python Scientific Libraries,NoSQL,Computational Thinking,Network Security,Pyglet,Computer Programming Tools,Ipfilter,Databases,Computer Programming,Python Programming;268;329.64;Курс “Основы автоматизации при помощи языка Python” будет полезен всем, кто планирует заняться веб-разработкой. Вы научитесь работать с синхронным и асинхронным вебом и писать собственные консольные программы, а в результате обучения сможете создать асинхронный веб-парсер. ;0;1;1;Długość kursu:42h:1|2;Other
79;/var/www/html/img/products/productImage78.jpg;Using SAS Viya REST APIs with Python and R;Using SAS Viya REST APIs with Python and R;Exponential Smoothing,Statistical Programming,Application Programming Interfaces,Theoretical Computer Science,Computer Programming,Computer Programming Tools,Machine Learning,Python Programming,Representational State Transfer,Probability & Statistics;41;50.43;SAS Viya is an in-memory distributed environment used to analyze big data quickly and efficiently. In this course, you’ll learn how to use the SAS Viya APIs to take control of SAS Cloud Analytic Services from a Jupyter Notebook using R or Python. You’ll learn to upload data into the cloud, analyze data, and create predictive models with SAS Viya using familiar open source functionality via the SWAT package -- the SAS Scripting Wrapper for Analytics Transfer. You’ll learn how to create both machine learning and deep learning models to tackle a variety of data sets and complex problems. And once SAS Viya has done the heavy lifting, you’ll be able to download data to the client and use native open source syntax to compare results and create graphics.;10;1;1;Długość kursu:39h:1|2;Other
80;/var/www/html/img/products/productImage79.jpg;用 Python 做商管程式設計（三）(Programming for Business Computing in Python (3));用 Python 做商管程式設計（三）(Programming for Business Computing in Python (3));Statistical Programming,Python Programming,Computer Programming;68;83.64;本系列課程從零開始，教授一般認為最適合初學者的程式語言「Python」，目標是讓大家在完成本課程之後，一方面獲得程式設計與運算思維的基本概念，一方面也能獨立寫出能解決運算問題的程式。本課程和一般程式設計課程最不同的地方，在於它是以解決商管領域的運算問題為導向，因此課程不會只含有質因數分解、紅球白球排列組合、三角不等式、萬年曆、數字排序等傳統程式設計課程的範例與作業，而是包含了生產、物流、存貨、投資、定價等問題，讓大家在學會程式設計的同時，也直接體會程式設計與資訊技術在商管領域的各種應用。;10;1;1;Długość kursu:50h:1|2;Other
81;/var/www/html/img/products/productImage80.jpg;Python: обработка и анализ данных и ИИ;Python: обработка и анализ данных и ИИ;Append,Euler'S Totient Function,Statistical Programming,Mathematics,Computer Programming,Python Programming;137;168.51;Этот курс для начинающих поможет на начальных этапах изучения Python для обработки и анализа данных, а также программирования в целом. Python — один из самых популярных языков программирования в мире, и сегодня очень востребованы специалисты, умеющие применять основы Python для создания бизнес-решений в различных сферах.;0;1;1;Długość kursu:35h:1|2;Other
82;/var/www/html/img/products/productImage81.jpg;Juniper Networks Automation Using Python and PyEZ;Juniper Networks Automation Using Python and PyEZ;Computer Networking,Software Testing,Operating Systems,Other Web Frameworks,Database Design,Software Engineering Tools,Statistical Programming,Web Development,Machine Learning Software,Databases,Full-Stack Web Development,Computational Thinking,Programming Principles,Big Data,Systems Design,Software Architecture,SQL,Python Programming,Java Programming,Software Engineering,Network Model,Computer Graphic Techniques,Distributed Computing Architecture,Data Management,Other Programming Languages,Graphics Software,Interactive Design,User Experience,Machine Learning,Jscript,Computer Architecture,Data Visualization Software,Computer Programming Tools,Linux Kernel Features,Human Computer Interaction,Theoretical Computer Science,Computer Programming,Computer Graphics,Software-Defined Networking;275;338.25;This course will introduce you to fundamental concepts of a programming language called Python. After introducing you to Python concepts, the course describes how to apply those concepts to network automation using Junos PyEZ, a free Python library from Juniper Networks. This course demonstrates using Python and Junos PyEZ to automate the management of Junos OS devices.;0;1;1;Długość kursu:42h:1|2;SQL
83;/var/www/html/img/products/productImage82.jpg;Работа с базами данных в Python;Работа с базами данных в Python;Recursively Enumerable Set,Writing,Lecture,Computational Thinking,Mathematics,Advertising,Rowing,Python Programming,Database Connection,Theoretical Computer Science,Communication,Databases;34;41.82;В настоящем курсе рассматриваются основы структурированного языка запросов (SQL) и проектирования баз данных как отдельного этапа процесса сбора, анализа и обработки данных. В качестве системы управления базой данных в курсе используется библиотека SQLite3. Мы научимся создавать поисковых роботов, а также многоэтапные процессы сбора и визуализации данных. Для простой визуализации данных мы воспользуемся библиотекой D3.js. В данном курсе рассматриваются разделы 14–15 книги «Python для всех». Для успешного прохождения курса необходимо ознакомиться с материалами разделов учебника 1–13, а также трех первых курсов по данной специализации. В этом курсе изучается язык Python 3.;10;1;1;Długość kursu:10h:1|2;Other
84;/var/www/html/img/products/productImage83.jpg;Машинное обучение с использованием Python;Машинное обучение с использованием Python;Data Structures,Leadership Development,Statistical Programming,Computational Logic,Project Management,Theoretical Computer Science,Algorithms,Strategy and Operations,Python Programming,Ordered Pair,Change Management,Computer Programming,Probability & Statistics,Machine Learning,Data Management,K-Means Clustering,Data Clustering Algorithms;29;35.67;Этот курс посвящен основам машинного обучения с использованием распространенного языка программирования — Python. \Курс включает два основных раздела.;10;1;1;Długość kursu:47h:1|2;Algorithms
85;/var/www/html/img/products/productImage84.jpg;Hypothesis Testing with Python and Excel;Hypothesis Testing with Python and Excel;Hypothesis,Mathematical Theory & Analysis,Statistical Programming,Experiment,Basic Descriptive Statistics,Big Data,Planning,General Statistics,Mathematics,Relative Change And Difference,Python Programming,Probability & Statistics,Epidemiology;32;39.36;In today's job market, leaders need to understand the fundamentals of data to be competitive. An essential procedure to understand business and analytics is hypothesis testing. This short course, designed by Tufts University expert faculty, will teach the fundamentals of hypothesis testing of a population mean and a population proportion, using Excel and Python for calculations. You'll also discover the central limit theorem, which is essential for hypothesis testing. To conclude the course, you will apply your newfound skills by creating a plan for an experiment in your own workplace that uses hypothesis testing.;10;1;1;Długość kursu:18h:1|2;Other
86;/var/www/html/img/products/productImage85.jpg;Practical Python for AI Coding 2;Practical Python for AI Coding 2;Object-Oriented Programming,Statistical Programming,Theoretical Computer Science,Arrays,Data Visualization,Programming Principles,Computer Programming,Data Management,Matplotlib,Numpy,Machine Learning,Python Programming,Data Structures;38;46.74;Introduction video : https://youtu.be/TRhwIHvehR0;10;1;1;Długość kursu:41h:1|2;Other
87;/var/www/html/img/products/productImage86.jpg;Визуализация данных с помощью Python;Визуализация данных с помощью Python;Computer Graphics,Superimposition,Choropleth Map,Plot (Graphics),Data Visualization,Bar Chart,Map,Python Programming,General Statistics,Bubble Chart,Scatter Plot,Geovisualization,Probability & Statistics;223;274.29;«Лучше один раз увидеть, чем сто раз услышать». Всем нам знакомо это выражение. Оно справедливо и в случае, когда нужно объяснить выводы, полученные при анализе огромных наборов данных. Визуализация данных играет важную роль в представлении как мелких, так и крупных данных.;0;1;1;Długość kursu:50h:1|2;Other
88;/var/www/html/img/products/productImage87.jpg;Defensive Python;Defensive Python;Information Security,Computer Networking,Cryptography,Mathematics,Security Engineering,Network Model,Network Analysis,Computer Programming,Analysis,Python Programming,Web Development,Web Design;354;435.42;This course demonstrates the use of Python for network analysis to detect and hijack suspicious connections.;0;1;1;Długość kursu:5h:1|2;Other
89;/var/www/html/img/products/productImage88.jpg;Visualização de dados com o Python;Visualização de dados com o Python;Statistical Programming,Data Visualization,General Statistics,Choropleth Map,Python Programming,Bubble Chart;76;93.48;"""Uma imagem vale mais que mil palavras"". Todos conhecemos essa expressão. Ela é válida principalmente quando se tenta explicar algum insight obtido através de análises de conjuntos de dados cada vez maiores. A visualização de dados tem um papel essencial na representação de dados pequenos e de larga escala.";10;1;1;Długość kursu:10h:1|2;Other
90;/var/www/html/img/products/productImage89.jpg;Структуры данных Python;Структуры данных Python;Spreadsheet Software,File Shortcut,Computational Logic,Statistical Programming,Algebra,Writing,Mathematics,Systems Design,Theoretical Computer Science,Programming Principles,Operating Systems,Numbers (Spreadsheet),Differential Equations,Calculus,Communication,Algorithms,Computer Programming,Python Programming,Data Structures,Business Analysis,In-Memory Database,Data Management;461;567.03;В данном курсе описываются основные структуры данных языка программирования Python. Будут рассмотрены основы процедурного программирования, а также способы использования встроенных структур данных Python, например, списков, словарей и кортежей для выполнения сложного анализа данных. В данном курсе рассматриваются главы 6-10 учебника «Python для всех». В этом курсе речь идет о языке Python 3.;0;1;1;Długość kursu:46h:1|2;Algorithms
91;/var/www/html/img/products/productImage90.jpg;Python بُنى بيانات;Python بُنى بيانات;Spreadsheet Software,Writing,Statistical Programming,Data Management,Systems Design,Mathematics,Theoretical Computer Science,Algorithms,Computer Programming,Programming Principles,Calculus,Databases,Computational Logic,Algebra,Business Analysis,Differential Equations,Numbers (Spreadsheet),Communication,Python Programming,Operating Systems,Data Structures,Database Application;291;357.93;ستقدم هذه الدورة التدريبية بُنى البيانات الأساسية للغة برمجة Python. وسوف نتجاوز أساسيات البرمجة الإجرائية ونستكشف الكيفية التي يمكننا من خلالها استخدام بُنى بيانات Python المضمَّنة، مثل القوائم والقواميس والمجموعات لإجراء تحليل معقد بشكل متزايد للبيانات. ستغطي هذه الدورة التدريبية الفصول من 6 إلى 10 من كتاب «Python للجميع» النصي. وستغطي هذه الدورة التدريبية Python 3.;0;1;1;Długość kursu:42h:1|2;Algorithms
92;/var/www/html/img/products/productImage91.jpg;Machine Learning with Python;Machine Learning with Python;Econometrics,Machine Learning Algorithms,Regression,Algorithms,General Statistics,Statistical Classification,Data Clustering Algorithms,Machine Learning,Probability & Statistics;175;215.25;This course dives into the basics of machine learning using an approachable, and well-known programming language, Python. ;0;1;1;Długość kursu:6h:1|2;Algorithms
93;/var/www/html/img/products/productImage92.jpg;Programación en Python;Programación en Python;Statistical Programming,ArcGIS,Data Management,Pandas,SQL,Databases;294;361.62;¡Te damos la bienvenida al curso de Programación en Python de la Universidad de los Andes!;0;1;1;Długość kursu:16h:1|2;SQL
94;/var/www/html/img/products/productImage93.jpg;Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python;Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python;Research and Design,Computer Graphics,Applied Mathematics,Theoretical Computer Science,Mathematical Theory & Analysis,Operations Research,Mathematics,Computational Thinking,Strategy and Operations,Calculus,Spectral Element Method,Differential Equations,Simulation,Computer Graphic Techniques,Relative Change And Difference,Numerical Analysis,Analysis,Computer Programming;450;553.5;Interested in learning how to solve partial differential equations with numerical methods and how to turn them into python codes? This course provides you with a basic introduction how to apply methods like the finite-difference method, the pseudospectral method, the linear and spectral element method to the 1D (or 2D) scalar wave equation. The mathematical derivation of the computational algorithm is accompanied by python codes embedded in Jupyter notebooks. In a unique setup you can see how the mathematical equations are transformed to a computer code and the results visualized. The emphasis is on illustrating the fundamental mathematical ingredients of the various numerical methods (e.g., Taylor series, Fourier series, differentiation, function interpolation, numerical integration) and how they compare. You will be provided with strategies how to ensure your solutions are correct, for example benchmarking with analytical solutions or convergence tests. The mathematical aspects are complemented by a basic introduction to wave physics, discretization, meshes, parallel programming, computing models. ;0;1;1;Długość kursu:35h:1|2;Other
95;/var/www/html/img/products/productImage94.jpg;Statistics for Data Science with Python;Statistics for Data Science with Python;Hypothesis,Hypothesis Testing,Data Visualization,General Statistics,Data Analysis,Basic Descriptive Statistics,Probability & Statistics,Statistical Hypothesis Testing;312;383.76;This Statistics for Data Science course is designed to introduce you to the basic principles of statistical methods and procedures used for data analysis. After completing this course you will have practical knowledge of crucial topics in statistics including  - data gathering, summarizing data using descriptive statistics, displaying and visualizing data, examining relationships between variables, probability distributions, expected values, hypothesis testing, introduction to ANOVA (analysis of variance), regression and correlation analysis. You will take a hands-on approach to statistical analysis using Python and Jupyter Notebooks – the tools of choice for Data Scientists and Data Analysts. ;0;1;1;Długość kursu:46h:1|2;Other
96;/var/www/html/img/products/productImage95.jpg;Building Modern Python Applications on AWS;Building Modern Python Applications on AWS;Web Service,Application Programming Interfaces,Cloud Computing,Amazon Web Services,Computer Programming,Web;212;260.76;In modern cloud native application development, it’s oftentimes the goal to build out serverless architectures that are scalable, are highly available, and are fully managed. This means less operational overhead for you and your business, and more focusing on the applications and business specific projects that differentiate you in your marketplace. In this course, we will be covering how to build a modern, greenfield serverless backend on AWS. ;0;1;1;Długość kursu:20h:1|2;Other
97;/var/www/html/img/products/productImage96.jpg;Introdução à Ciência da Computação com Python Parte 2;Introdução à Ciência da Computação com Python Parte 2;Statistical Programming,Theoretical Computer Science,Sorting Algorithm,Computer Programming,Μ-Recursive Function,Algorithms,Sorting;197;242.31;Bem vindo ao curso de Introdução à Ciência da Computação destinado aos alunos regulares da Universidade de São Paulo!;0;1;1;Długość kursu:30h:1|2;Algorithms
98;/var/www/html/img/products/productImage97.jpg;Сбор и анализ данных в Python;Сбор и анализ данных в Python;Probability Distribution,Statistical Analysis,Statistical Programming,Data Analysis,Probability & Statistics,Business Analysis,Computer Programming;39;47.97;В этом онлайн-курсе НИУ ВШЭ мы познакомимся с базовыми понятиями статистики, научимся аккуратно собирать данные, обрабатывать их и визуализировать. Также мы поговорим про базовые теоремы, которые используются в математической статистике: ЗБЧ и ЦПТ.;10;1;1;Długość kursu:25h:1|2;Other
99;/var/www/html/img/products/productImage98.jpg;Fitting Statistical Models to Data with Python;Fitting Statistical Models to Data with Python;Statistical Models,Statistical Analysis,General Statistics,Bayesian Statistics,Machine Learning,Econometrics,Probability & Statistics,Modeling,Data Analysis,Bayesian,Regression,Multilevel Model,Business Analysis,Machine Learning Algorithms,Linearity,Computer Programming;185;227.55;In this course, we will expand our exploration of statistical inference techniques by focusing on the science and art of fitting statistical models to data. We will build on the concepts presented in the Statistical Inference course (Course 2) to emphasize the importance of connecting research questions to our data analysis methods. We will also focus on various modeling objectives, including making inference about relationships between variables and generating predictions for future observations.;0;1;1;Długość kursu:4h:1|2;Other
100;/var/www/html/img/products/productImage99.jpg;Applied Social Network Analysis in Python;Applied Social Network Analysis in Python;Machine Learning,Mathematics,Social Network,Graphs,Graph Theory,Network Analysis,Marketing,Analysis,Communication;500;615.0;This course will introduce the learner to network analysis through tutorials using the NetworkX library. The course begins with an understanding of what network analysis is and motivations for why we might model phenomena as networks. The second week introduces the concept of connectivity and network robustness. The third week will explore ways of measuring the importance or centrality of a node in a network. The final week will explore the evolution of networks over time and cover models of network generation and the link prediction problem. ;0;1;1;Długość kursu:22h:1|2;Other
101;/var/www/html/img/products/productImage100.jpg;Python para a Ciência de Dados e IA;Python para a Ciência de Dados e IA;Append,Euler'S Totient Function,Statistical Programming,Mathematics,Computer Programming;54;66.42;Inicie seu estudo de Python para ciência de dados e de programação em geral com esta introdução ao Python feita especialmente para iniciantes. Python é uma das linguagens de programação mais populares do mundo e nunca houve tanta demanda por profissionais com a habilidade de aplicar os princípios básicos de Python para impulsionar soluções de negócios em vários setores. ;10;1;1;Długość kursu:5h:1|2;Other
102;/var/www/html/img/products/productImage101.jpg;Applied Text Mining in Python;Applied Text Mining in Python;Machine Learning,Natural Language Toolkit,Mathematical Theory & Analysis,Theoretical Computer Science,Data Analysis,Programming Principles,Probability & Statistics,Mathematics,Computational Logic,Text Mining,Computer Programming,Natural Language Processing,General Statistics,Statistical Machine Learning,Machine Learning Software,Language,Natural Language,Data Mining;415;510.45;This course will introduce the learner to text mining and text manipulation basics. The course begins with an understanding of how text is handled by python, the structure of text both to the machine and to humans, and an overview of the nltk framework for manipulating text. The second week focuses on common manipulation needs, including regular expressions (searching for text), cleaning text, and preparing text for use by machine learning processes. The third week will apply basic natural language processing methods to text, and demonstrate how text classification is accomplished. The final week will explore more advanced methods for detecting the topics in documents and grouping them by similarity (topic modelling). ;0;1;1;Długość kursu:40h:1|2;Other
